PARAM_START
FORMAT:  PARTICLE_DEFINE
TYPE:    1
VERSION: 000
DATE:    110419
COMMENT:
 RHIC CONFIGURATION
 Started from 170617_conversion_factors_rhicf.tab and then the following modifications were done:
 - The gains of the last four GSO layers of both towers are updated according to calibration using SPS 350 GeV Proton beam (instead of 150 GeV SPS Muon beam) as shown in the 20180426 analysis meeting by Eugenio
 - The gains of the last two x-y GSO bars layers of the hodoscope of both towers are updated according to calibration using SPS 350 GeV Proton beam as shown in the 20190411 analysis meeting by Eugenio
PARAM_END

DATA_START
DETECTOR   1
HV0  600
ADC  0  0  7324.49
ADC  0  1  4153.74
ADC  0  2  2841.91
ADC  0  3  4206.4
ADC  0  4  6645.54
ADC  0  5  1356.94
ADC  0  6  6334.04
ADC  0  7  5837.49
ADC  0  8  5318.14
ADC  0  9  7294.26
ADC  0  10  4929.92
ADC  0  11  4448.23
ADC  0  12  4609.70
ADC  0  13  4703.50
ADC  0  14  3037.60
ADC  0  15  4612.20

HV1  600
ADC  1  0  6346.73
ADC  1  1  5418.45
ADC  1  2  7616.23
ADC  1  3  6526.58
ADC  1  4 12803.26
ADC  1  5  3218.41
ADC  1  6  4430.96
ADC  1  7  3622.7
ADC  1  8  4142.92
ADC  1  9  4362.2
ADC  1  10  4677.07
ADC  1  11  4825.25
ADC  1  12  5323.60
ADC  1  13  5874.60
ADC  1  14  6088.20
ADC  1  15  3706.00

SCIFIHV     950
SCIF	0	0	0	0	649953
SCIF	0	0	0	1	601225
SCIF	0	0	0	2	673257
SCIF	0	0	0	3	617966
SCIF	0	0	0	4	610108
SCIF	0	0	0	5	647392
SCIF	0	0	0	6	698472
SCIF	0	0	0	7	615064
SCIF	0	0	0	8	750488
SCIF	0	0	0	9	614287
SCIF	0	0	0	10	662254
SCIF	0	0	0	11	650630
SCIF	0	0	0	12	614336
SCIF	0	0	0	13	716453
SCIF	0	0	0	14	651966
SCIF	0	0	0	15	659434
SCIF	0	0	0	16	668055
SCIF	0	0	0	17	746468
SCIF	0	0	0	18	616499
SCIF	0	0	0	19	720779
SCIF	0	0	1	0	613854
SCIF	0	0	1	1	648800
SCIF	0	0	1	2	471162
SCIF	0	0	1	3	441045
SCIF	0	0	1	4	665947
SCIF	0	0	1	5	698729
SCIF	0	0	1	6	479570
SCIF	0	0	1	7	615120
SCIF	0	0	1	8	736561
SCIF	0	0	1	9	491008
SCIF	0	0	1	10	451167
SCIF	0	0	1	11	665379
SCIF	0	0	1	12	745745
SCIF	0	0	1	13	476624
SCIF	0	0	1	14	618734
SCIF	0	0	1	15	632849
SCIF	0	0	1	16	450072
SCIF	0	0	1	17	394371
SCIF	0	0	1	18	490059
SCIF	0	0	1	19	581938
SCIF	0	1	0	0	317541
SCIF	0	1	0	1	457688
SCIF	0	1	0	2	473070
SCIF	0	1	0	3	419934
SCIF	0	1	0	4	256203
SCIF	0	1	0	5	406789
SCIF	0	1	0	6	466400
SCIF	0	1	0	7	214892
SCIF	0	1	0	8	275853
SCIF	0	1	0	9	384267
SCIF	0	1	0	10	452366
SCIF	0	1	0	11	354671
SCIF	0	1	0	12	242232
SCIF	0	1	0	13	439430
SCIF	0	1	0	14	422733
SCIF	0	1	0	15	346072
SCIF	0	1	0	16	349741
SCIF	0	1	0	17	456750
SCIF	0	1	0	18	398384
SCIF	0	1	0	19	378618
SCIF	0	1	1	0	424132
SCIF	0	1	1	1	405930
SCIF	0	1	1	2	405666
SCIF	0	1	1	3	382439
SCIF	0	1	1	4	349362
SCIF	0	1	1	5	374917
SCIF	0	1	1	6	352484
SCIF	0	1	1	7	338857
SCIF	0	1	1	8	381232
SCIF	0	1	1	9	370170
SCIF	0	1	1	10	366563
SCIF	0	1	1	11	360780
SCIF	0	1	1	12	394632
SCIF	0	1	1	13	376958
SCIF	0	1	1	14	388466
SCIF	0	1	1	15	365800
SCIF	0	1	1	16	384330
SCIF	0	1	1	17	345879
SCIF	0	1	1	18	360376
SCIF	0	1	1	19	365608
SCIF	0	2	0	0	297147
SCIF	0	2	0	1	329444
SCIF	0	2	0	2	350894
SCIF	0	2	0	3	439690
SCIF	0	2	0	4	329007
SCIF	0	2	0	5	202431
SCIF	0	2	0	6	374518
SCIF	0	2	0	7	360037
SCIF	0	2	0	8	346876
SCIF	0	2	0	9	190447
SCIF	0	2	0	10	429641
SCIF	0	2	0	11	410011
SCIF	0	2	0	12	187832
SCIF	0	2	0	13	401872
SCIF	0	2	0	14	368500
SCIF	0	2	0	15	410486
SCIF	0	2	0	16	169743
SCIF	0	2	0	17	298695
SCIF	0	2	0	18	330220
SCIF	0	2	0	19	261726
SCIF	0	2	1	0	145150
SCIF	0	2	1	1	432114
SCIF	0	2	1	2	513740
SCIF	0	2	1	3	289950
SCIF	0	2	1	4	502315
SCIF	0	2	1	5	461122
SCIF	0	2	1	6	588772
SCIF	0	2	1	7	431947
SCIF	0	2	1	8	485205
SCIF	0	2	1	9	574507
SCIF	0	2	1	10	295102
SCIF	0	2	1	11	495726
SCIF	0	2	1	12	510301
SCIF	0	2	1	13	508304
SCIF	0	2	1	14	175240
SCIF	0	2	1	15	503997
SCIF	0	2	1	16	479850
SCIF	0	2	1	17	420588
SCIF	0	2	1	18	351612
SCIF	0	2	1	19	367882
SCIF	0	3	0	0	473748
SCIF	0	3	0	1	907839
SCIF	0	3	0	2	1028561
SCIF	0	3	0	3	1084848
SCIF	0	3	0	4	859759
SCIF	0	3	0	5	936611
SCIF	0	3	0	6	1165099
SCIF	0	3	0	7	437225
SCIF	0	3	0	8	816926
SCIF	0	3	0	9	875877
SCIF	0	3	0	10	969435
SCIF	0	3	0	11	933663
SCIF	0	3	0	12	31548
SCIF	0	3	0	13	544975
SCIF	0	3	0	14	488288
SCIF	0	3	0	15	461600
SCIF	0	3	0	16	145954
SCIF	0	3	0	17	437584
SCIF	0	3	0	18	513657
SCIF	0	3	0	19	449312
SCIF	0	3	1	0	350010
SCIF	0	3	1	1	433303
SCIF	0	3	1	2	446403
SCIF	0	3	1	3	494862
SCIF	0	3	1	4	536422
SCIF	0	3	1	5	400301
SCIF	0	3	1	6	489969
SCIF	0	3	1	7	432240
SCIF	0	3	1	8	474992
SCIF	0	3	1	9	452152
SCIF	0	3	1	10	467236
SCIF	0	3	1	11	482672
SCIF	0	3	1	12	394362
SCIF	0	3	1	13	347580
SCIF	0	3	1	14	467831
SCIF	0	3	1	15	478828
SCIF	0	3	1	16	408636
SCIF	0	3	1	17	385998
SCIF	0	3	1	18	415365
SCIF	0	3	1	19	343879
SCIF	1	0	0	0	428245
SCIF	1	0	0	1	455058
SCIF	1	0	0	2	366686
SCIF	1	0	0	3	354118
SCIF	1	0	0	4	511133
SCIF	1	0	0	5	401329
SCIF	1	0	0	6	376189
SCIF	1	0	0	7	219983
SCIF	1	0	0	8	508903
SCIF	1	0	0	9	488853
SCIF	1	0	0	10	480350
SCIF	1	0	0	11	385533
SCIF	1	0	0	12	534421
SCIF	1	0	0	13	438705
SCIF	1	0	0	14	415342
SCIF	1	0	0	15	244093
SCIF	1	0	0	16	537887
SCIF	1	0	0	17	520466
SCIF	1	0	0	18	407361
SCIF	1	0	0	19	415001
SCIF	1	0	0	20	541893
SCIF	1	0	0	21	262964
SCIF	1	0	0	22	447008
SCIF	1	0	0	23	270270
SCIF	1	0	0	24	452708
SCIF	1	0	0	25	481771
SCIF	1	0	0	26	439911
SCIF	1	0	0	27	458892
SCIF	1	0	0	28	499376
SCIF	1	0	0	29	263874
SCIF	1	0	0	30	416801
SCIF	1	0	0	31	255487
SCIF	1	0	0	32	424688
SCIF	1	0	0	33	387837
SCIF	1	0	0	34	488020
SCIF	1	0	0	35	454533
SCIF	1	0	0	36	433083
SCIF	1	0	0	37	247278
SCIF	1	0	0	38	513633
SCIF	1	0	0	39	247125
SCIF	1	0	1	0	311064
SCIF	1	0	1	1	247516
SCIF	1	0	1	2	216203
SCIF	1	0	1	3	333737
SCIF	1	0	1	4	302030
SCIF	1	0	1	5	240445
SCIF	1	0	1	6	263847
SCIF	1	0	1	7	314009
SCIF	1	0	1	8	370270
SCIF	1	0	1	9	281449
SCIF	1	0	1	10	263170
SCIF	1	0	1	11	408988
SCIF	1	0	1	12	381957
SCIF	1	0	1	13	280345
SCIF	1	0	1	14	471372
SCIF	1	0	1	15	348199
SCIF	1	0	1	16	469116
SCIF	1	0	1	17	395245
SCIF	1	0	1	18	306295
SCIF	1	0	1	19	480207
SCIF	1	0	1	20	362196
SCIF	1	0	1	21	426903
SCIF	1	0	1	22	501316
SCIF	1	0	1	23	355186
SCIF	1	0	1	24	387426
SCIF	1	0	1	25	326141
SCIF	1	0	1	26	422089
SCIF	1	0	1	27	350559
SCIF	1	0	1	28	335453
SCIF	1	0	1	29	504591
SCIF	1	0	1	30	435062
SCIF	1	0	1	31	408321
SCIF	1	0	1	32	350843
SCIF	1	0	1	33	471322
SCIF	1	0	1	34	449405
SCIF	1	0	1	35	278889
SCIF	1	0	1	36	324422
SCIF	1	0	1	37	426454
SCIF	1	0	1	38	497033
SCIF	1	0	1	39	421186
SCIF	1	1	0	0	319550
SCIF	1	1	0	1	211533
SCIF	1	1	0	2	294103
SCIF	1	1	0	3	256305
SCIF	1	1	0	4	317637
SCIF	1	1	0	5	254975
SCIF	1	1	0	6	278124
SCIF	1	1	0	7	148322
SCIF	1	1	0	8	355043
SCIF	1	1	0	9	268620
SCIF	1	1	0	10	290636
SCIF	1	1	0	11	244916
SCIF	1	1	0	12	294100
SCIF	1	1	0	13	264574
SCIF	1	1	0	14	284397
SCIF	1	1	0	15	152393
SCIF	1	1	0	16	354979
SCIF	1	1	0	17	275296
SCIF	1	1	0	18	302259
SCIF	1	1	0	19	277253
SCIF	1	1	0	20	303216
SCIF	1	1	0	21	154924
SCIF	1	1	0	22	343699
SCIF	1	1	0	23	154833
SCIF	1	1	0	24	384980
SCIF	1	1	0	25	246271
SCIF	1	1	0	26	319661
SCIF	1	1	0	27	308657
SCIF	1	1	0	28	321878
SCIF	1	1	0	29	157345
SCIF	1	1	0	30	300542
SCIF	1	1	0	31	155684
SCIF	1	1	0	32	298446
SCIF	1	1	0	33	247471
SCIF	1	1	0	34	311404
SCIF	1	1	0	35	260332
SCIF	1	1	0	36	259980
SCIF	1	1	0	37	140028
SCIF	1	1	0	38	322004
SCIF	1	1	0	39	205476
SCIF	1	1	1	0	224936
SCIF	1	1	1	1	214386
SCIF	1	1	1	2	189361
SCIF	1	1	1	3	214455
SCIF	1	1	1	4	181882
SCIF	1	1	1	5	203868
SCIF	1	1	1	6	186967
SCIF	1	1	1	7	193637
SCIF	1	1	1	8	212513
SCIF	1	1	1	9	176051
SCIF	1	1	1	10	198486
SCIF	1	1	1	11	173568
SCIF	1	1	1	12	187399
SCIF	1	1	1	13	214482
SCIF	1	1	1	14	205280
SCIF	1	1	1	15	228507
SCIF	1	1	1	16	224120
SCIF	1	1	1	17	246046
SCIF	1	1	1	18	226093
SCIF	1	1	1	19	199858
SCIF	1	1	1	20	197967
SCIF	1	1	1	21	228295
SCIF	1	1	1	22	210364
SCIF	1	1	1	23	225028
SCIF	1	1	1	24	206511
SCIF	1	1	1	25	217479
SCIF	1	1	1	26	221787
SCIF	1	1	1	27	197308
SCIF	1	1	1	28	202461
SCIF	1	1	1	29	218745
SCIF	1	1	1	30	202388
SCIF	1	1	1	31	234141
SCIF	1	1	1	32	222653
SCIF	1	1	1	33	210961
SCIF	1	1	1	34	208289
SCIF	1	1	1	35	181614
SCIF	1	1	1	36	207675
SCIF	1	1	1	37	202796
SCIF	1	1	1	38	213545
SCIF	1	1	1	39	196879
SCIF	1	2	0	0	90824
SCIF	1	2	0	1	216759
SCIF	1	2	0	2	300135
SCIF	1	2	0	3	239974
SCIF	1	2	0	4	234682
SCIF	1	2	0	5	268603
SCIF	1	2	0	6	162079
SCIF	1	2	0	7	247754
SCIF	1	2	0	8	287863
SCIF	1	2	0	9	237915
