0 0 969.114 15.9231
0 1 954.845 17.9456
0 2 971.766 13.6605
0 3 1017.52 15.3275
0 4 999.397 11.7452
0 5 1066.13 12.1795
0 6 1047.52 10.1512
0 7 1101.23 12.6544
0 8 1206.35 13.108
0 9 1179.62 13.1075
0 10 1182.56 16.4053
0 11 1233.51 12.6548
0 12 1165.27 13.4388
0 13 1188.62 14.1635
0 14 1270.22 14.3608
0 15 1038.64 16.6234
1 0 1021.97 13.7484
1 1 953.811 11.3875
1 2 1107.9 11.9531
1 3 1026.88 16.209
1 4 1148.44 30.4397
1 5 1033.84 13.3774
1 6 1024.92 16.9585
1 7 1062.96 15.3896
1 8 1114.06 15.639
1 9 1183.63 10.7421
1 10 1191.63 12.6863
1 11 1218.17 13.5423
1 12 1210.17 17.3464
1 13 1180.7 9.19648
1 14 1172.52 17.0913
1 15 1095.11 20.6939
1 16 1 1
