0 0 965.867 16.0343
0 1 951.714 18.1993
0 2 968.78 13.7988
0 3 1011.39 15.643
0 4 993.59 11.86
0 5 1061.65 12.3872
0 6 1045.1 10.2271
0 7 1096.88 12.6964
0 8 1205.01 13.2465
0 9 1175.77 13.2189
0 10 1178.89 16.4554
0 11 1229.49 12.6982
0 12 1160.36 13.6861
0 13 1184.46 14.2994
0 14 1266.84 14.6292
0 15 1033.04 16.9579
1 0 1020.51 13.701
1 1 952.378 11.5282
1 2 1104.76 12.067
1 3 1025 16.0652
1 4 1145.67 30.8051
1 5 1031.5 13.5432
1 6 1022.83 17.0694
1 7 1060.23 15.688
1 8 1116.72 15.6897
1 9 1187.07 10.8554
1 10 1195.37 12.9524
1 11 1219.79 13.6795
1 12 1210.97 17.5139
1 13 1181.31 9.14132
1 14 1173.2 17.1718
1 15 1093.8 20.8951
1 16 1 1
