0 0 969.199 15.9957
0 1 955.329 18.1553
0 2 971.318 13.6338
0 3 1016.43 15.1515
0 4 998.45 12.0506
0 5 1065.74 12.3886
0 6 1046.11 10.3936
0 7 1099.14 12.9242
0 8 1203.9 13.3699
0 9 1178.36 13.2254
0 10 1180.85 17.4001
0 11 1232.13 12.7083
0 12 1164.44 13.2982
0 13 1188 14.0016
0 14 1269.1 14.1248
0 15 1037.77 16.4825
1 0 1021.58 13.8264
1 1 953.784 11.5855
1 2 1107.62 12.083
1 3 1026.55 16.3032
1 4 1146.04 32.1301
1 5 1032.08 14.1609
1 6 1023.28 18.0263
1 7 1060.9 16.3409
1 8 1112.27 15.7038
1 9 1181.44 10.9168
1 10 1189.49 12.6313
1 11 1215.73 13.9313
1 12 1208.15 17.0411
1 13 1179.04 9.22437
1 14 1171.51 17.0531
1 15 1094.4 20.2643
1 16 1 1
