0 0 972.802 15.5371
0 1 960.406 18.2395
0 2 972.559 13.6242
0 3 1019.15 15.2935
0 4 994.502 11.8176
0 5 1064.6 12.4388
0 6 1045.43 10.2801
0 7 1096.44 12.5701
0 8 1203.64 12.8807
0 9 1175.93 12.9028
0 10 1178.73 15.3916
0 11 1232.31 12.5716
0 12 1162.95 13.307
0 13 1189.66 13.9799
0 14 1271.43 14.7935
0 15 1038.12 16.8457
1 0 1022.33 13.53
1 1 953.743 11.3713
1 2 1109.45 11.9334
1 3 1027.54 16.4184
1 4 1145.8 29.1926
1 5 1030.84 12.8541
1 6 1019.57 15.8303
1 7 1056.86 14.7715
1 8 1113.48 15.5972
1 9 1182.6 10.8746
1 10 1192.17 12.8046
1 11 1216.12 13.9581
1 12 1207.84 17.347
1 13 1177.79 9.25362
1 14 1171.67 16.9877
1 15 1096.92 20.3491
1 16 1 1
