0 0 968.02 15.9739
0 1 954.082 18.1015
0 2 970.281 13.6407
0 3 1015.05 15.1548
0 4 997.424 11.9099
0 5 1064.29 12.1807
0 6 1045.31 10.2326
0 7 1098.58 12.6864
0 8 1203.78 13.229
0 9 1177.99 13.1091
0 10 1179.8 17.3678
0 11 1231.76 12.6431
0 12 1163.99 13.2442
0 13 1187.08 13.9235
0 14 1268.85 14.1459
0 15 1037.1 16.4627
1 0 1020.08 13.7188
1 1 952.319 11.5015
1 2 1106.72 12.103
1 3 1025.63 16.1634
1 4 1145.89 31.956
1 5 1031.65 14.0654
1 6 1022.83 17.9063
1 7 1060.34 16.1624
1 8 1111.72 15.5133
1 9 1181.22 10.7916
1 10 1189.18 12.5215
1 11 1215.63 13.559
1 12 1207.86 16.9529
1 13 1179.01 9.16464
1 14 1171.19 16.9042
1 15 1094.12 20.329
1 16 1 1
