0 0 969.911 16.0398
0 1 957.11 18.2333
0 2 969.584 13.6408
0 3 1016.09 15.1697
0 4 995.927 11.905
0 5 1061.29 12.2205
0 6 1042.64 10.2626
0 7 1095.33 12.7348
0 8 1200.6 13.2066
0 9 1176.43 13.1515
0 10 1178.48 17.3162
0 11 1229.23 12.7421
0 12 1162.22 13.39
0 13 1188.12 14.1139
0 14 1268.94 14.243
0 15 1037.43 16.6826
1 0 1020.25 13.8165
1 1 952.325 11.4852
1 2 1106.95 12.1055
1 3 1025.46 16.3562
1 4 1142.69 31.79
1 5 1028.55 13.9571
1 6 1018.3 17.7589
1 7 1056.98 16.0671
1 8 1109.2 15.6785
1 9 1178.15 10.9405
1 10 1186.84 12.6398
1 11 1211.74 13.6448
1 12 1205.68 17.1108
1 13 1176.65 9.20634
1 14 1170.03 17.0954
1 15 1093.28 20.3106
1 16 1 1
