0 0 968.561 16.0555
0 1 955.226 18.1976
0 2 968.652 13.6483
0 3 1014.21 15.2143
0 4 995.609 11.967
0 5 1060.28 12.2297
0 6 1040.7 10.2439
0 7 1093.43 12.7155
0 8 1198.98 13.2508
0 9 1174.73 13.0955
0 10 1176.38 17.4129
0 11 1227.75 12.6482
0 12 1160.91 13.2756
0 13 1186.03 13.9956
0 14 1266.51 14.1109
0 15 1035.04 16.519
1 0 1018.68 13.8797
1 1 951.81 11.5086
1 2 1106.89 12.1197
1 3 1025.58 16.3434
1 4 1142.96 31.9517
1 5 1028.75 14.0217
1 6 1019.02 17.8639
1 7 1056.18 16.1057
1 8 1107.92 15.5306
1 9 1176.65 10.7946
1 10 1185.74 12.5097
1 11 1210.54 13.4497
1 12 1204.03 16.9635
1 13 1175.36 9.06714
1 14 1168.48 16.9985
1 15 1091.07 20.3453
1 16 1 1
