0 0 974.574 16.4633
0 1 963.914 18.6121
0 2 976.024 14.1914
0 3 1025.14 16.0212
0 4 1002.67 12.796
0 5 1067.63 12.9593
0 6 1049.28 10.909
0 7 1100.96 13.2483
0 8 1207.77 14.0196
0 9 1183.31 13.8328
0 10 1186.52 17.7263
0 11 1235.92 13.322
0 12 1170.01 14.1083
0 13 1196.59 14.9952
0 14 1274.57 14.73
0 15 1044.36 17.4329
1 0 1025.47 14.3324
1 1 956.873 11.9088
1 2 1112.64 12.6447
1 3 1031.7 16.6141
1 4 1149.31 32.457
1 5 1033.78 14.4272
1 6 1025.34 18.4282
1 7 1064.07 16.8167
1 8 1116.97 16.4476
1 9 1185.17 11.5901
1 10 1195.03 13.3709
1 11 1220.51 14.6333
1 12 1213.54 17.8964
1 13 1186.78 10.2488
1 14 1176.12 17.8941
1 15 1102.14 21.3672
1 16 1 1
