0 0 969.773 16.1933
0 1 956.466 18.6012
0 2 970.751 13.9809
0 3 1018.55 15.8571
0 4 996.082 11.9329
0 5 1066.93 12.667
0 6 1047.63 10.3819
0 7 1099.92 12.6823
0 8 1208.52 13.1466
0 9 1178.12 13.2082
0 10 1180.66 15.6074
0 11 1233.81 12.6556
0 12 1164.19 13.758
0 13 1190.03 14.4127
0 14 1271.74 15.0985
0 15 1037.85 17.3264
1 0 1022.19 14.0499
1 1 953.865 11.7813
1 2 1108.15 12.1552
1 3 1028.06 16.3624
1 4 1147.25 30.1155
1 5 1033.53 13.1972
1 6 1023.23 16.3147
1 7 1060.44 15.3997
1 8 1115.86 15.9164
1 9 1186.44 10.973
1 10 1195.89 12.9106
1 11 1219.43 13.7654
1 12 1211.35 17.8304
1 13 1180.5 9.32786
1 14 1173.93 17.5863
1 15 1097.24 21.2402
1 16 1 1
