0 0 971.754 15.6861
0 1 959.545 18.3472
0 2 971.32 13.6296
0 3 1018.69 15.2924
0 4 993.867 11.6872
0 5 1063.84 12.3773
0 6 1044.89 10.2023
0 7 1095.65 12.4875
0 8 1203.38 12.8484
0 9 1175.39 12.9122
0 10 1178.04 15.3957
0 11 1231.43 12.6568
0 12 1162.31 13.3322
0 13 1188.94 14.0383
0 14 1270.62 14.8434
0 15 1037.39 16.9269
1 0 1021.84 13.5866
1 1 953.607 11.3627
1 2 1108.78 11.9121
1 3 1027.62 16.3713
1 4 1145.22 29.1827
1 5 1030.79 12.8382
1 6 1019.49 15.8228
1 7 1056.9 14.7697
1 8 1113.27 15.5683
1 9 1182.88 10.8476
1 10 1192.34 12.8213
1 11 1215.81 13.8732
1 12 1207.88 17.3816
1 13 1177.8 9.32335
1 14 1171.86 16.9452
1 15 1096.52 20.6833
1 16 1 1
