PARAM_START
FORMAT:  PARTICLE_DEFINE
TYPE:    1
VERSION: 000
DATE:    1502xx
COMMENT: SCIF->GSObar. Enjoy!
         
PARAM_END

DATA_START
DETECTOR   1
HV0  600
ADC  0  0  0.918816
ADC  0  1  0.521712
ADC  0  2  0.358611
ADC  0  3  0.540243
ADC  0  4  0.886063
ADC  0  5  0.184524
ADC  0  6  0.765195
ADC  0  7  0.748884
ADC  0  8  0.66843
ADC  0  9  0.913869
ADC  0  10  0.646835
ADC  0  11  0.55384
ADC  0  12  0.584864
ADC  0  13  0.588413
ADC  0  14  0.390783
ADC  0  15  0.779521

HV1  600
ADC  1  0  0.789025
ADC  1  1  0.698533
ADC  1  2  0.978158
ADC  1  3  0.837412
ADC  1  4  0.82424
ADC  1  5  0.418174
ADC  1  6  0.583962
ADC  1  7  0.460853
ADC  1  8  0.535113
ADC  1  9  0.578316
ADC  1  10  0.601541
ADC  1  11  0.608803
ADC  1  12  0.790622
ADC  1  13  0.760426
ADC  1  14  0.827605
ADC  1  15  0.518941

SCIFIHV     950
SCIF   0   0   0   0   0.00246985
SCIF   0   0   0   1   0.00212624
SCIF   0   0   0   2   0.0022427
SCIF   0   0   0   3   0.00232046
SCIF   0   0   0   4   0.00229786
SCIF   0   0   0   5   0.00214267
SCIF   0   0   0   6   0.00209312
SCIF   0   0   0   7   0.00230876
SCIF   0   0   0   8   0.0019542
SCIF   0   0   0   9   0.00235675
SCIF   0   0   0   10   0.00220956
SCIF   0   0   0   11   0.00233265
SCIF   0   0   0   12   0.00232
SCIF   0   0   0   13   0.00193838
SCIF   0   0   0   14   0.00215092
SCIF   0   0   0   15   0.00199792
SCIF   0   0   0   16   0.00209056
SCIF   0   0   0   17   0.00195548
SCIF   0   0   0   18   0.00198846
SCIF   0   0   0   19   0.00820693
SCIF   0   0   1   0   0.00305488
SCIF   0   0   1   1   0.00241195
SCIF   0   0   1   2   0.00289287
SCIF   0   0   1   3   0.00313962
SCIF   0   0   1   4   0.00236725
SCIF   0   0   1   5   0.0022524
SCIF   0   0   1   6   0.00300626
SCIF   0   0   1   7   0.00260615
SCIF   0   0   1   8   0.00206406
SCIF   0   0   1   9   0.0028036
SCIF   0   0   1   10   0.00326693
SCIF   0   0   1   11   0.00228786
SCIF   0   0   1   12   0.001958
SCIF   0   0   1   13   0.00290788
SCIF   0   0   1   14   0.0025055
SCIF   0   0   1   15   0.00230201
SCIF   0   0   1   16   0.0033366
SCIF   0   0   1   17   0.00358755
SCIF   0   0   1   18   0.00289866
SCIF   0   0   1   19   0.00289562
SCIF   0   1   0   0   0.00678172
SCIF   0   1   0   1   0.00351339
SCIF   0   1   0   2   0.0034279
SCIF   0   1   0   3   0.00357306
SCIF   0   1   0   4   0.00568251
SCIF   0   1   0   5   0.00317367
SCIF   0   1   0   6   0.00288168
SCIF   0   1   0   7   0.00643841
SCIF   0   1   0   8   0.00491132
SCIF   0   1   0   9   0.00339449
SCIF   0   1   0   10   0.00296211
SCIF   0   1   0   11   0.00384749
SCIF   0   1   0   12   0.00552712
SCIF   0   1   0   13   0.0030569
SCIF   0   1   0   14   0.0032309
SCIF   0   1   0   15   0.0039577
SCIF   0   1   0   16   0.00399339
SCIF   0   1   0   17   0.00356843
SCIF   0   1   0   18   0.00547803
SCIF   0   1   0   19   0.00742123
SCIF   0   1   1   0   0.00453111
SCIF   0   1   1   1   0.0031829
SCIF   0   1   1   2   0.00328156
SCIF   0   1   1   3   0.00354788
