PARAM_START
FORMAT:
TYPE:
VERSION
DATE:
COMMENT:
PARAM_END

DATA_START
GSOBAR 1 1 0 25 25.46 0.04
GSOBAR 1 1 0 26 26.42 0.08
GSOBAR 1 1 0 27 27.47 0.03
GSOBAR 1 1 0 28 28.48 0.02
GSOBAR 1 1 0 29 29.45 0.05
GSOBAR 1 1 0 30 30.45 0.05
GSOBAR 1 1 0 31 31.5 0
GSOBAR 1 1 0 32 32.58 -0.08
GSOBAR 1 1 0 33 33.57 -0.07
GSOBAR 1 1 0 34 34.58 -0.08
GSOBAR 1 1 0 35 35.55 -0.05
GSOBAR 1 1 0 36 36.56 -0.06
GSOBAR 1 1 0 37 37.58 -0.08
GSOBAR 1 1 0 38 38.55 -0.05
GSOBAR 1 1 0 39 39.46 0.04
GSOBAR 1 1 1 0 0.37 0.13
GSOBAR 1 1 1 1 1.41 0.09
GSOBAR 1 1 1 2 2.48 0.02
GSOBAR 1 1 1 3 3.48 0.02
GSOBAR 1 1 1 4 4.51 -0.01
GSOBAR 1 1 1 5 5.42 0.08
GSOBAR 1 1 1 6 6.46 0.04
GSOBAR 1 1 1 7 7.42 0.08
GSOBAR 1 1 1 8 8.5 0
GSOBAR 1 1 1 9 9.52 -0.02
GSOBAR 1 1 1 10 10.52 -0.02
GSOBAR 1 1 1 11 11.52 -0.02
GSOBAR 1 1 1 12 12.55 -0.05
GSOBAR 1 1 1 13 13.59 -0.09
GSOBAR 1 1 1 14 14.59 -0.09
GSOBAR 1 1 1 15 15.61 -0.11
GSOBAR 1 1 1 16 16.62 -0.12
GSOBAR 1 1 1 17 17.6 -0.1
GSOBAR 1 1 1 18 18.63 -0.13
GSOBAR 1 1 1 19 19.6 -0.1
GSOBAR 1 1 1 20 20.61 -0.11
GSOBAR 1 1 1 21 21.7 -0.2
GSOBAR 1 1 1 22 22.64 -0.14
GSOBAR 1 1 1 23 23.67 -0.17
GSOBAR 1 1 1 24 24.67 -0.17
GSOBAR 1 1 1 25 25.7 -0.2
GSOBAR 1 1 1 26 26.71 -0.21
GSOBAR 1 1 1 27 27.72 -0.22
GSOBAR 1 1 1 28 28.68 -0.18
GSOBAR 1 1 1 29 29.68 -0.18
GSOBAR 1 1 1 30 30.6 -0.1
GSOBAR 1 1 1 31 31.66 -0.16
GSOBAR 1 1 1 32 32.64 -0.14
GSOBAR 1 1 1 33 33.64 -0.14
GSOBAR 1 1 1 34 34.6 -0.1
GSOBAR 1 1 1 35 35.65 -0.15
GSOBAR 1 1 1 36 36.72 -0.22
GSOBAR 1 1 1 37 37.67 -0.17
GSOBAR 1 1 1 38 38.66 -0.16
