PARAM_START
FORMAT:  PARTICLE_DEFINE
TYPE:    1
VERSION: 201
DATE:    100928
COMMENT: Modified according to the study of dependency on Epics Version(old/8.81)
         Original : pdef_sps07_arm1_080828.out
         layer 1-9  : multiply by retio of mean dE at 150GeV electron
         the others : multiply by 1.085 
                      (from comparison between calculated dE's by electron and by muon) 
PARAM_END

DATA_START
DETECTOR   1
HV0   1000
ADC   0  0   38.501
ADC   0  1   44.198
ADC   0  2   34.512
ADC   0  3   34.044
ADC   0  4   43.116
ADC   0  5   34.103
ADC   0  6   41.199
ADC   0  7   32.704
ADC   0  8   35.783
ADC   0  9   43.957
ADC   0 10   33.734
ADC   0 11   30.191
ADC   0 12   41.868
ADC   0 13   39.126
ADC   0 14   37.217
ADC   0 15   40.650

HV1   1000
ADC   1  0   56.394
ADC   1  1   51.334
ADC   1  2   48.560
ADC   1  3   40.123
ADC   1  4   36.359
ADC   1  5   42.411
ADC   1  6   40.509
ADC   1  7   32.484
ADC   1  8   45.856
ADC   1  9   37.773
ADC   1 10   50.219
ADC   1 11   45.108
ADC   1 12   42.273
ADC   1 13   46.449
ADC   1 14   42.262
ADC   1 15   50.017

SCIFIHV 	950						
SCIF	0	1	0	3	119.35	458	40.21
SCIF	0	1	0	4	137.17	680	58.75
SCIF	0	1	0	5	109.57	563	42.22
SCIF	0	1	0	6	143.11	775	57.42
SCIF	0	1	0	7	114.96	682	43.67
SCIF	0	1	0	8	116.24	767	43.39
SCIF	0	1	0	9	-100	0	-100
SCIF	0	1	0	10	120.05	814	45.94
SCIF	0	1	0	11	105.56	900	47.01
SCIF	0	1	0	12	149.87	811	58.7
SCIF	0	1	0	13	124.33	579	48.86
SCIF	0	1	0	14	196.58	823	85.7
SCIF	0	1	0	15	164.15	772	80
SCIF	0	1	0	16	140.09	599	58.43
SCIF	0	1	0	17	151.64	466	59.62
SCIF	0	1	0	18	178.61	804	87.55
SCIF	0	1	0	19	110.33	415	37.04
SCIF	0	1	1	0	167.34	568	67.67
SCIF	0	1	1	1	163.5	593	68.36
SCIF	0	1	1	2	187.14	612	71.68
SCIF	0	1	1	3	198.43	710	87.06
SCIF	0	1	1	4	130.92	613	57.64
SCIF	0	1	1	5	173.24	797	72.56
SCIF	0	1	1	6	138.81	663	58.46
SCIF	0	1	1	7	148.79	642	57.14
SCIF	0	1	1	8	171.23	751	70.97
SCIF	0	1	1	9	142.82	717	57.22
SCIF	0	1	1	10	149.95	705	60.24
SCIF	0	1	1	11	175.65	758	63.67
SCIF	0	1	1	12	187.14	816	78.15
SCIF	0	1	1	13	195.88	620	78.8
SCIF	0	1	1	14	170.28	676	62.35
SCIF	0	1	1	15	157.79	600	72.63
SCIF	0	1	1	16	155.22	530	55.08
SCIF	0	1	1	17	181.78	570	69.52
SCIF	0	1	1	18	161.47	519	72.04
SCIF	0	1	1	19	310.14	484	153.77
SCIF	0	2	0	0	221.33	548	82.75
SCIF	0	2	0	1	175.97	557	64.01
SCIF	0	2	0	2	365.92	706	175.12
SCIF	0	2	0	3	165.33	580	59.51
SCIF	0	2	0	4	211.15	774	91.7
SCIF	0	2	0	5	120.31	528	44.58
SCIF	0	2	0	6	133.78	683	50.43
SCIF	0	2	0	7	110.71	543	43.59
SCIF	0	2	0	8	167.17	762	71.13
SCIF	0	2	0	9	158.4	740	62.93
SCIF	0	2	0	10	175.87	783	74.73
SCIF	0	2	0	11	99.38	609	37.31
SCIF	0	2	0	12	216.8	857	84.66
SCIF	0	2	0	13	111.06	597	53.94
SCIF	0	2	0	14	107.82	611	32.99
SCIF	0	2	0	15	217.13	824	103.18
SCIF	0	2	0	16	153.01	571	62.02
SCIF	0	2	0	17	320.86	660	141.21
SCIF	0	2	0	18	249.53	629	113.22
SCIF	0	2	0	19	274.72	499	110.4
SCIF	0	2	1	0	275.88	638	110.05
SCIF	0	2	1	1	222.94	575	87.25
SCIF	0	2	1	2	158.93	558	54.88
SCIF	0	2	1	3	210.49	650	83.15
SCIF	0	2	1	4	152.62	634	52.47
SCIF	0	2	1	5	278.76	837	111.08
SCIF	0	2	1	6	344.94	818	143.32
SCIF	0	2	1	7	134.36	592	46.99
SCIF	0	2	1	8	231.61	879	95.94
SCIF	0	2	1	9	168.86	649	50.08
SCIF	0	2	1	10	265.17	820	108.4
SCIF	0	2	1	11	265.5	754	105.1
SCIF	0	2	1	12	248.28	727	106.14
SCIF	0	2	1	13	266.73	716	115.05
SCIF	0	2	1	14	217.86	641	92.21
SCIF	0	2	1	15	301.05	656	125.41
SCIF	0	2	1	16	214.48	575	92.26
SCIF	0	2	1	17	244.84	626	105.05
SCIF	0	2	1	18	151.8	461	47.3
SCIF	0	2	1	19	250.51	510	118.5
SCIF	0	3	0	0	90.41	293	28.66
SCIF	0	3	0	1	81.78	203	27.25
SCIF	0	3	0	2	163.23	892	99.3
SCIF	0	3	0	3	121.05	433	43.28
SCIF	0	3	0	4	161.44	758	58.65
SCIF	0	3	0	5	117.58	572	45.14
SCIF	0	3	0	6	129.43	714	53.7
SCIF	0	3	0	7	113.73	520	47.13
SCIF	0	3	0	8	203.75	813	90.6
SCIF	0	3	0	9	141.39	668	53.9
SCIF	0	3	0	10	161.42	759	64.58
SCIF	0	3	0	11	107.85	597	41.93
SCIF	0	3	0	12	152.4	770	67.86
SCIF	0	3	0	13	253.1	744	113.25
SCIF	0	3	0	14	127.02	635	56.76
SCIF	0	3	0	15	229.46	749	106.09
SCIF	0	3	0	16	216.29	636	87.71
SCIF	0	3	0	17	156.72	548	71.25
SCIF	0	3	0	18	110.75	504	39.32
SCIF	0	3	0	19	134.62	451	71.35
SCIF	0	3	1	0	664.67	641	169.99
SCIF	0	3	1	1	215.48	493	87.43
SCIF	0	3	1	2	284.28	611	128.55
SCIF	0	3	1	3	296.77	643	132.1
SCIF	0	3	1	4	404.51	708	133.07
SCIF	0	3	1	5	290.82	674	119.61
SCIF	0	3	1	6	540.42	762	156.8
SCIF	0	3	1	7	242.78	628	95.7
SCIF	0	3	1	8	475.68	778	211.53
SCIF	0	3	1	9	234.54	660	89.74
SCIF	0	3	1	10	619.43	787	253.82
SCIF	0	3	1	11	428.57	650	165.41
SCIF	0	3	1	12	984.67	772	426.94
SCIF	0	3	1	13	406.96	557	178.96
SCIF	0	3	1	14	476.52	687	184.16
SCIF	0	3	1	15	455.81	575	193.57
SCIF	0	3	1	16	469.68	574	230.92
SCIF	0	3	1	17	315.64	551	139.17
SCIF	0	3	1	18	336.67	536	167.54
SCIF	0	3	1	19	422.25	439	199.48
SCIF	1	0	0	0	-100.00 	10	-100.00 
SCIF	1	0	0	1	163.08 	267	74.18 
SCIF	1	0	0	2	195.54 	320	88.21 
SCIF	1	0	0	3	279.39 	350	128.53 
SCIF	1	0	0	4	331.84 	374	159.04 
SCIF	1	0	0	5	175.91 	250	68.25 
SCIF	1	0	0	6	230.89 	332	101.68 
SCIF	1	0	0	7	93.42 	182	38.13 
SCIF	1	0	0	8	228.55 	462	106.91 
SCIF	1	0	0	9	130.76 	332	48.75 
SCIF	1	0	0	10	290.14 	914	114.12 
SCIF	1	0	0	11	493.54 	1013	180.53 
SCIF	1	0	0	12	327.66 	993	122.62 
SCIF	1	0	0	13	435.92 	1053	136.16 
SCIF	1	0	0	14	94.19 	527	26.21 
SCIF	1	0	0	15	404.86 	1195	105.80 
SCIF	1	0	0	16	102.40 	644	39.68 
SCIF	1	0	0	17	242.10 	1005	96.31 
SCIF	1	0	0	18	279.55 	858	116.23 
SCIF	1	0	0	19	159.98 	515	58.79 
SCIF	1	0	0	20	255.48 	766	105.92 
SCIF	1	0	0	21	134.32 	505	48.25 
SCIF	1	0	0	22	160.97 	700	58.64 
SCIF	1	0	0	23	140.52 	816	46.92 
SCIF	1	0	0	24	331.87 	870	87.96 
SCIF	1	0	0	25	218.02 	855	68.76 
SCIF	1	0	0	26	230.15 	776	83.58 
SCIF	1	0	0	27	369.05 	913	144.59 
SCIF	1	0	0	28	193.17 	740	69.64 
SCIF	1	0	0	29	374.37 	661	154.18 
SCIF	1	0	0	30	108.51 	220	50.43 
SCIF	1	0	0	31	347.60 	323	157.60 
SCIF	1	0	0	32	222.64 	258	86.69 
SCIF	1	0	0	33	306.76 	266	133.27 
SCIF	1	0	0	34	340.24 	266	156.59 
SCIF	1	0	0	35	264.07 	257	86.62 
SCIF	1	0	0	36	376.61 	292	202.73 
SCIF	1	0	0	37	245.18 	251	99.31 
SCIF	1	0	0	38	179.91 	309	80.76 
SCIF	1	0	0	39	117.04 	306	40.05 
SCIF	1	0	1	0	128.41 	304	50.59 
SCIF	1	0	1	1	166.33 	280	73.67 
SCIF	1	0	1	2	278.32 	342	129.92 
SCIF	1	0	1	3	175.67 	290	83.07 
SCIF	1	0	1	4	197.66 	279	80.37 
SCIF	1	0	1	5	153.65 	253	61.23 
SCIF	1	0	1	6	170.70 	267	65.00 
SCIF	1	0	1	7	175.16 	279	72.94 
SCIF	1	0	1	8	145.80 	245	51.97 
SCIF	1	0	1	9	172.02 	371	72.45 
SCIF	1	0	1	10	181.18 	669	60.94 
SCIF	1	0	1	11	189.34 	886	71.24 
SCIF	1	0	1	12	164.55 	772	61.57 
SCIF	1	0	1	13	304.88 	1084	125.04 
SCIF	1	0	1	14	180.08 	858	69.71 
SCIF	1	0	1	15	164.36 	920	73.59 
SCIF	1	0	1	16	133.43 	808	53.57 
SCIF	1	0	1	17	166.28 	1026	70.23 
SCIF	1	0	1	18	-100.00 	0	-100.00 
SCIF	1	0	1	19	157.43 	792	73.44 
SCIF	1	0	1	20	148.46 	490	57.07 
SCIF	1	0	1	21	157.15 	696	61.64 
SCIF	1	0	1	22	140.23 	594	55.68 
SCIF	1	0	1	23	157.93 	783	61.74 
SCIF	1	0	1	24	154.23 	645	56.23 
SCIF	1	0	1	25	200.76 	1015	87.04 
SCIF	1	0	1	26	156.12 	707	63.60 
SCIF	1	0	1	27	75.85 	465	34.65 
SCIF	1	0	1	28	150.96 	653	53.99 
SCIF	1	0	1	29	177.54 	722	65.38 
SCIF	1	0	1	30	118.49 	302	48.22 
SCIF	1	0	1	31	200.71 	384	95.11 
SCIF	1	0	1	32	136.98 	194	55.10 
SCIF	1	0	1	33	385.08 	404	267.66 
SCIF	1	0	1	34	150.37 	146	56.84 
SCIF	1	0	1	35	488.02 	337	295.23 
SCIF	1	0	1	36	161.92 	166	76.16 
SCIF	1	0	1	37	410.91 	307	221.07 
SCIF	1	0	1	38	213.38 	257	103.82 
SCIF	1	0	1	39	229.58 	267	139.53 
SCIF	1	1	0	0	113.84 	224	63.86 
SCIF	1	1	0	1	128.22 	270	57.29 
SCIF	1	1	0	2	83.86 	227	41.73 
SCIF	1	1	0	3	100.58 	240	35.06 
SCIF	1	1	0	4	112.84 	212	42.29 
SCIF	1	1	0	5	106.33 	279	41.11 
SCIF	1	1	0	6	133.92 	278	55.71 
SCIF	1	1	0	7	105.09 	249	35.04 
SCIF	1	1	0	8	114.72 	319	42.92 
SCIF	1	1	0	9	93.97 	450	38.36 
SCIF	1	1	0	10	101.16 	724	42.11 
SCIF	1	1	0	11	117.94 	834	47.22 
SCIF	1	1	0	12	109.20 	768	46.62 
SCIF	1	1	0	13	117.67 	906	49.16 
SCIF	1	1	0	14	96.28 	657	38.51 
SCIF	1	1	0	15	104.99 	839	43.27 
SCIF	1	1	0	16	120.94 	894	44.51 
SCIF	1	1	0	17	108.26 	671	44.38 
SCIF	1	1	0	18	127.21 	650	52.26 
SCIF	1	1	0	19	116.47 	550	41.80 
SCIF	1	1	0	20	140.02 	691	56.34 
SCIF	1	1	0	21	106.24 	514	41.49 
SCIF	1	1	0	22	115.55 	788	43.84 
SCIF	1	1	0	23	108.98 	658	41.48 
SCIF	1	1	0	24	111.90 	624	42.29 
SCIF	1	1	0	25	104.85 	660	38.70 
SCIF	1	1	0	26	117.19 	763	46.66 
SCIF	1	1	0	27	110.35 	689	41.94 
SCIF	1	1	0	28	118.06 	677	42.00 
SCIF	1	1	0	29	100.27 	484	34.68 
SCIF	1	1	0	30	113.23 	293	36.95 
SCIF	1	1	0	31	99.00 	204	40.78 
SCIF	1	1	0	32	125.93 	252	58.81 
SCIF	1	1	0	33	118.91 	212	47.71 
SCIF	1	1	0	34	151.70 	276	77.28 
SCIF	1	1	0	35	134.27 	235	55.21 
SCIF	1	1	0	36	116.54 	277	51.66 
SCIF	1	1	0	37	143.49 	210	70.84 
SCIF	1	1	0	38	176.08 	291	68.90 
SCIF	1	1	0	39	100.48 	327	67.66 
SCIF	1	1	1	0	98.00 	277	43.41 
SCIF	1	1	1	1	112.77 	235	50.66 
SCIF	1	1	1	2	106.20 	296	44.09 
SCIF	1	1	1	3	152.62 	255	67.76 
SCIF	1	1	1	4	123.08 	318	40.63 
SCIF	1	1	1	5	130.17 	243	56.46 
SCIF	1	1	1	6	131.03 	273	45.71 
SCIF	1	1	1	7	166.03 	300	77.26 
SCIF	1	1	1	8	131.56 	334	64.58 
SCIF	1	1	1	9	146.88 	403	47.29 
SCIF	1	1	1	10	117.84 	583	45.73 
SCIF	1	1	1	11	114.59 	702	41.78 
SCIF	1	1	1	12	123.29 	866	48.18 
SCIF	1	1	1	13	175.47 	954	70.77 
SCIF	1	1	1	14	106.08 	733	36.79 
SCIF	1	1	1	15	139.45 	929	50.85 
SCIF	1	1	1	16	119.60 	876	45.15 
SCIF	1	1	1	17	128.10 	928	47.38 
SCIF	1	1	1	18	117.59 	655	42.15 
SCIF	1	1	1	19	119.89 	628	47.66 
SCIF	1	1	1	20	127.90 	587	50.98 
SCIF	1	1	1	21	132.66 	641	47.80 
SCIF	1	1	1	22	121.54 	662	45.93 
SCIF	1	1	1	23	155.80 	890	60.45 
SCIF	1	1	1	24	112.71 	615	43.56 
SCIF	1	1	1	25	220.20 	1003	99.10 
SCIF	1	1	1	26	129.80 	747	46.74 
SCIF	1	1	1	27	119.36 	726	47.28 
SCIF	1	1	1	28	131.09 	583	49.84 
SCIF	1	1	1	29	130.72 	596	47.15 
SCIF	1	1	1	30	111.43 	337	40.70 
SCIF	1	1	1	31	106.98 	265	37.33 
SCIF	1	1	1	32	109.64 	246	43.80 
SCIF	1	1	1	33	117.94 	333	43.97 
SCIF	1	1	1	34	96.00 	226	32.27 
SCIF	1	1	1	35	107.93 	291	51.96 
SCIF	1	1	1	36	120.25 	231	53.05 
SCIF	1	1	1	37	101.82 	225	33.26 
SCIF	1	1	1	38	115.07 	211	45.61 
SCIF	1	1	1	39	161.33 	245	93.43 
SCIF	1	2	0	0	203.17 	261	75.32 
SCIF	1	2	0	1	328.85 	283	180.41 
SCIF	1	2	0	2	481.62 	315	270.68 
SCIF	1	2	0	3	473.79 	318	171.07 
SCIF	1	2	0	4	528.30 	320	200.73 
SCIF	1	2	0	5	432.52 	292	166.92 
SCIF	1	2	0	6	463.17 	332	171.08 
SCIF	1	2	0	7	169.22 	231	53.82 
SCIF	1	2	0	8	497.25 	441	199.27 
SCIF	1	2	0	9	251.27 	478	76.21 
SCIF	1	2	0	10	414.27 	851	149.62 
SCIF	1	2	0	11	667.70 	994	204.56 
SCIF	1	2	0	12	532.48 	946	123.17 
SCIF	1	2	0	13	322.47 	956	112.69 
SCIF	1	2	0	14	152.39 	738	43.29 
SCIF	1	2	0	15	574.53 	1031	153.60 
SCIF	1	2	0	16	279.80 	913	78.18 
SCIF	1	2	0	17	360.85 	919	122.17 
SCIF	1	2	0	18	487.77 	714	185.82 
SCIF	1	2	0	19	422.94 	590	147.14 
SCIF	1	2	0	20	498.37 	676	189.51 
SCIF	1	2	0	21	386.83 	652	160.06 
SCIF	1	2	0	22	579.38 	924	156.30 
SCIF	1	2	0	23	171.22 	690	40.73 
SCIF	1	2	0	24	462.20 	852	135.69 
SCIF	1	2	0	25	214.66 	720	60.23 
SCIF	1	2	0	26	570.26 	880	127.64 
SCIF	1	2	0	27	610.38 	841	152.69 
SCIF	1	2	0	28	415.70 	809	142.40 
SCIF	1	2	0	29	292.69 	636	110.79 
SCIF	1	2	0	30	113.48 	278	41.78 
SCIF	1	2	0	31	451.57 	296	193.53 
SCIF	1	2	0	32	268.04 	279	132.42 
SCIF	1	2	0	33	357.34 	244	161.72 
SCIF	1	2	0	34	823.95 	272	326.36 
SCIF	1	2	0	35	476.14 	241	159.27 
SCIF	1	2	0	36	513.68 	293	192.05 
SCIF	1	2	0	37	530.02 	281	211.22 
SCIF	1	2	0	38	474.12 	302	266.85 
SCIF	1	2	0	39	167.37 	290	45.31 
SCIF	1	2	1	0	231.84 	441	151.05 
SCIF	1	2	1	1	36.73 	120	36.01 
SCIF	1	2	1	2	203.55 	344	121.28 
SCIF	1	2	1	3	142.53 	213	54.05 
SCIF	1	2	1	4	365.47 	371	227.10 
SCIF	1	2	1	5	300.57 	342	135.34 
SCIF	1	2	1	6	194.70 	283	74.39 
SCIF	1	2	1	7	347.55 	327	159.92 
SCIF	1	2	1	8	214.07 	312	51.27 
SCIF	1	2	1	9	200.41 	488	82.29 
SCIF	1	2	1	10	163.84 	726	63.84 
SCIF	1	2	1	11	162.92 	802	60.61 
SCIF	1	2	1	12	184.74 	897	71.26 
SCIF	1	2	1	13	209.23 	976	86.52 
SCIF	1	2	1	14	192.24 	962	75.67 
SCIF	1	2	1	15	90.20 	708	35.83 
SCIF	1	2	1	16	215.34 	1115	82.01 
SCIF	1	2	1	17	111.45 	814	39.78 
SCIF	1	2	1	18	225.15 	823	90.20 
SCIF	1	2	1	19	201.15 	708	72.10 
SCIF	1	2	1	20	150.21 	536	57.72 
SCIF	1	2	1	21	289.77 	678	117.76 
SCIF	1	2	1	22	168.26 	698	57.87 
SCIF	1	2	1	23	390.11 	968	149.60 
SCIF	1	2	1	24	240.31 	804	66.68 
SCIF	1	2	1	25	312.78 	899	113.67 
SCIF	1	2	1	26	205.17 	765	79.27 
SCIF	1	2	1	27	283.00 	908	105.42 
SCIF	1	2	1	28	236.02 	742	83.57 
SCIF	1	2	1	29	333.43 	742	128.75 
SCIF	1	2	1	30	342.66 	481	151.99 
SCIF	1	2	1	31	153.26 	322	51.65 
SCIF	1	2	1	32	115.43 	240	34.19 
SCIF	1	2	1	33	209.83 	303	61.29 
SCIF	1	2	1	34	363.97 	333	158.83 
SCIF	1	2	1	35	439.02 	306	215.37 
SCIF	1	2	1	36	235.31 	250	97.27 
SCIF	1	2	1	37	452.81 	288	273.08 
SCIF	1	2	1	38	265.17 	264	113.98 
SCIF	1	2	1	39	440.37 	256	197.58 
SCIF	1	3	0	0	359.65 	279	162.88 
SCIF	1	3	0	1	209.81 	243	112.93 
SCIF	1	3	0	2	310.65 	314	126.19 
SCIF	1	3	0	3	188.48 	306	78.43 
SCIF	1	3	0	4	317.67 	354	198.76 
SCIF	1	3	0	5	219.26 	265	96.38 
SCIF	1	3	0	6	221.05 	331	95.88 
SCIF	1	3	0	7	185.94 	235	74.22 
SCIF	1	3	0	8	251.80 	423	111.03 
SCIF	1	3	0	9	243.55 	576	101.24 
SCIF	1	3	0	10	193.36 	782	70.05 
SCIF	1	3	0	11	170.75 	858	61.01 
SCIF	1	3	0	12	216.35 	1035	88.52 
SCIF	1	3	0	13	156.86 	771	57.16 
SCIF	1	3	0	14	228.89 	984	94.19 
SCIF	1	3	0	15	239.01 	954	83.65 
SCIF	1	3	0	16	181.67 	900	73.17 
SCIF	1	3	0	17	319.02 	978	116.00 
SCIF	1	3	0	18	264.07 	679	96.44 
SCIF	1	3	0	19	291.33 	620	121.99 
SCIF	1	3	0	20	135.98 	574	59.04 
SCIF	1	3	0	21	180.89 	664	71.28 
SCIF	1	3	0	22	181.27 	798	70.07 
SCIF	1	3	0	23	192.89 	760	71.97 
SCIF	1	3	0	24	148.26 	726	61.46 
SCIF	1	3	0	25	288.32 	943	112.63 
SCIF	1	3	0	26	131.59 	672	54.94 
SCIF	1	3	0	27	264.40 	916	109.28 
SCIF	1	3	0	28	139.63 	594	51.30 
SCIF	1	3	0	29	288.84 	631	121.68 
SCIF	1	3	0	30	165.02 	266	67.74 
SCIF	1	3	0	31	287.69 	308	133.39 
SCIF	1	3	0	32	162.00 	245	72.07 
SCIF	1	3	0	33	225.00 	258	99.17 
SCIF	1	3	0	34	181.56 	251	64.37 
SCIF	1	3	0	35	294.50 	269	158.21 
SCIF	1	3	0	36	236.84 	274	118.56 
SCIF	1	3	0	37	295.35 	253	128.34 
SCIF	1	3	0	38	338.92 	319	178.00 
SCIF	1	3	0	39	212.91 	325	87.63 
SCIF	1	3	1	0	200.10 	392	70.97 
SCIF	1	3	1	1	99.13 	73	53.15 
SCIF	1	3	1	2	281.15 	439	143.14 
SCIF	1	3	1	3	151.03 	112	74.92 
SCIF	1	3	1	4	448.87 	384	326.92 
SCIF	1	3	1	5	288.60 	311	174.29 
SCIF	1	3	1	6	460.21 	307	221.68 
SCIF	1	3	1	7	357.76 	250	218.62 
SCIF	1	3	1	8	424.57 	326	199.20 
SCIF	1	3	1	9	292.46 	299	138.47 
SCIF	1	3	1	10	575.07 	697	218.34 
SCIF	1	3	1	11	403.79 	827	161.33 
SCIF	1	3	1	12	668.72 	978	225.19 
SCIF	1	3	1	13	217.16 	689	84.31 
SCIF	1	3	1	14	549.24 	995	207.21 
SCIF	1	3	1	15	216.63 	838	92.47 
SCIF	1	3	1	16	459.62 	1084	173.68 
SCIF	1	3	1	17	244.20 	890	92.00 
SCIF	1	3	1	18	508.75 	846	186.89 
SCIF	1	3	1	19	486.72 	715	213.16 
SCIF	1	3	1	20	408.51 	633	186.53 
SCIF	1	3	1	21	180.00 	503	72.97 
SCIF	1	3	1	22	269.58 	822	107.78 
SCIF	1	3	1	23	175.69 	735	70.57 
SCIF	1	3	1	24	248.25 	894	111.49 
SCIF	1	3	1	25	198.89 	726	83.08 
SCIF	1	3	1	26	273.82 	932	118.20 
SCIF	1	3	1	27	198.13 	612	77.04 
SCIF	1	3	1	28	309.53 	858	136.44 
SCIF	1	3	1	29	242.25 	591	111.14 
SCIF	1	3	1	30	286.42 	472	129.19 
SCIF	1	3	1	31	189.24 	242	75.15 
SCIF	1	3	1	32	200.23 	312	86.36 
SCIF	1	3	1	33	172.71 	227	80.54 
SCIF	1	3	1	34	253.35 	290	147.38 
SCIF	1	3	1	35	245.46 	252	119.35 
SCIF	1	3	1	36	255.23 	287	201.15 
SCIF	1	3	1	37	278.57 	227	175.46 
SCIF	1	3	1	38	226.98 	250	131.39 
SCIF	1	3	1	39	252.26 	245	147.73 
DATA_END
