layer		target_pos	incident_pos	value
0		0		0		1.00785
0		0		1		0.00115747
0		0		2		0.0402845
0		0		3		0.0228528
0		0		4		-1.98804e-11
0		0		5		0.0134973
0		0		6		-1.72114e-09
0		0		7		0.0067217
0		0		8		2.49153e-08
0		0		9		-1.51664e-10
0		0		10		2.42898e-06
0		0		11		-1.25516e-08
0		0		12		0.000412295
0		0		13		2.52254e-07
0		0		14		0.004751
0		0		15		2.03777e-05
0		0		16		0.00872796
0		0		17		0.00212612
0		0		18		0.0118762
0		0		19		0.0278198
0		0		20		6.40073e-08
0		0		21		-3.58e-13
0		0		22		5.38979e-07
0		0		23		1.0671e-11
0		0		24		2.63214e-07
0		0		25		2.71017e-09
0		0		26		1.61282e-07
0		0		27		2.09843e-06
0		0		28		2.83315e-14
0		0		29		5.78612e-05
0		0		30		9.27999e-12
0		0		31		0.000232942
0		0		32		2.83544e-10
0		0		33		0.000266114
0		0		34		7.42413e-10
0		0		35		0.000275193
0		0		36		1.43078e-11
0		0		37		4.95241e-13
0		0		38		-0
0		0		39		1.07119e-11
0		0		40		3.03359e-10
0		0		41		1.18144e-08
0		0		42		3.65968e-10
0		0		43		4.23907e-07
0		0		44		1.3497e-14
0		0		45		5.31297e-06
0		0		46		1.9458e-13
0		0		47		2.73211e-05
0		0		48		2.32625e-12
0		0		49		5.80113e-06
0		0		50		2.13221e-11
0		0		51		5.29485e-06
0		0		52		3.13826e-11
0		0		53		3.43146e-13
0		0		54		5.85045e-11
0		0		55		2.02207e-10
0		0		56		1.00474e-10
0		0		57		7.1366e-09
0		0		58		7.9884e-11
0		0		59		5.58996e-08
0		1		0		0.00208196
0		1		1		1.00225
0		1		2		6.68415e-05
0		1		3		0.0372375
0		1		4		2.71824e-09
0		1		5		0.00193189
0		1		6		3.94487e-08
0		1		7		8.18922e-05
0		1		8		4.08733e-05
0		1		9		3.1266e-08
0		1		10		0.000273348
0		1		11		2.52553e-07
0		1		12		0.000546969
0		1		13		0.000357996
0		1		14		0.000868798
0		1		15		0.0102733
0		1		16		0.000348371
0		1		17		0.0196186
0		1		18		4.58414e-06
0		1		19		0.0100319
0		1		20		7.28098e-10
0		1		21		2.38355e-12
0		1		22		4.58258e-09
0		1		23		4.09616e-10
0		1		24		1.62336e-09
0		1		25		1.71274e-08
0		1		26		8.08646e-10
0		1		27		1.86493e-07
0		1		28		2.07039e-14
0		1		29		8.85766e-07
0		1		30		3.10062e-13
0		1		31		1.99095e-06
0		1		32		3.94439e-12
0		1		33		1.63955e-06
0		1		34		9.08575e-12
0		1		35		9.12144e-07
0		1		36		1.71478e-13
0		1		37		2.99513e-12
0		1		38		-0
0		1		39		5.54008e-11
0		1		40		2.19092e-12
0		1		41		6.79439e-10
0		1		42		2.56292e-12
0		1		43		8.87074e-09
0		1		44		2.3881e-16
0		1		45		5.36222e-08
0		1		46		2.68274e-15
0		1		47		2.3363e-07
0		1		48		3.02335e-14
0		1		49		3.80177e-08
0		1		50		2.10454e-13
0		1		51		2.16345e-08
0		1		52		2.89376e-13
0		1		53		5.94101e-13
0		1		54		4.67815e-13
0		1		55		1.02585e-11
0		1		56		6.97659e-13
0		1		57		1.47915e-10
0		1		58		4.75133e-13
0		1		59		7.12281e-10
0		2		0		0.130443
0		2		1		2.99586e-06
0		2		2		1.00704
0		2		3		0.00120739
0		2		4		4.45746e-15
0		2		5		0.0214282
0		2		6		-1.47611e-11
0		2		7		0.0228301
0		2		8		-5.27867e-10
0		2		9		-1.05887e-13
0		2		10		-8.09965e-09
0		2		11		-1.05235e-10
0		2		12		2.80136e-06
0		2		13		-4.47957e-09
0		2		14		0.000157857
0		2		15		-6.17163e-08
0		2		16		0.00417407
0		2		17		2.08165e-05
0		2		18		0.0185368
0		2		19		0.00031089
0		2		20		6.68369e-09
0		2		21		1.02863e-13
0		2		22		1.3486e-07
0		2		23		-1.96424e-12
0		2		24		1.87403e-07
0		2		25		1.13147e-10
0		2		26		1.53073e-07
0		2		27		2.48089e-09
0		2		28		1.58571e-15
0		2		29		2.11476e-06
0		2		30		3.22763e-14
0		2		31		3.6217e-05
0		2		32		2.43034e-11
0		2		33		0.000191028
0		2		34		8.81984e-11
0		2		35		0.000359916
0		2		36		7.58124e-13
0		2		37		3.92999e-14
0		2		38		-0
0		2		39		-1.65889e-13
0		2		40		1.59658e-10
0		2		41		5.03536e-11
0		2		42		2.00199e-10
0		2		43		2.04722e-08
0		2		44		8.30997e-16
0		2		45		7.66499e-07
0		2		46		1.34518e-14
0		2		47		6.30123e-06
0		2		48		9.64536e-14
0		2		49		3.59478e-06
0		2		50		3.82254e-12
0		2		51		6.07411e-06
0		2		52		6.87339e-12
0		2		53		2.13021e-14
0		2		54		2.24659e-11
0		2		55		6.1432e-13
0		2		56		5.63738e-11
0		2		57		3.99463e-10
0		2		58		6.0762e-11
0		2		59		5.44066e-09
0		3		0		0.0512069
0		3		1		0.0463069
0		3		2		0.0017814
0		3		3		1.00602
0		3		4		-4.40271e-10
0		3		5		0.0518451
0		3		6		3.24605e-09
0		3		7		0.00220574
0		3		8		5.93493e-08
0		3		9		-3.62662e-09
0		3		10		5.05236e-05
0		3		11		2.97203e-08
0		3		12		0.000261684
0		3		13		4.44594e-07
0		3		14		0.000607033
0		3		15		0.000476274
0		3		16		0.000691204
