0 0 958.88
0 1 942.919
0 2 958.238
0 3 1006.16
0 4 983.66
0 5 1049.03
0 6 1033.2
0 7 1076.92
0 8 1190.29
0 9 1164.47
0 10 1171.23
0 11 1217.21
0 12 1153.93
0 13 1180.47
0 14 1249.92
0 15 1022.43
1 0 1009.39
1 1 944.068
1 2 1097.44
1 3 1017.04
1 4 1135.78
1 5 1021.48
1 6 1010
1 7 1047.22
1 8 1100.9
1 9 1170.75
1 10 1168.73
1 11 1203.09
1 12 1191.43
1 13 1170.07
1 14 1160.91
1 15 1073.68
